epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
132,15422.8,0.42957,0.22635,0.00588,0.98995,0.98075,0.99227,0.9762,0.2265,0.11007,0.00472,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,15538.6,0.43511,0.2343,0.00587,0.99009,0.98025,0.99237,0.97644,0.22529,0.11008,0.00469,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,15653.9,0.42819,0.22775,0.00585,0.98987,0.98059,0.99233,0.97675,0.22458,0.1096,0.00468,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,15771.4,0.42471,0.21919,0.00577,0.98828,0.98073,0.99244,0.97661,0.22379,0.10942,0.00466,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,15888.4,0.42986,0.22143,0.00581,0.98085,0.98799,0.99229,0.97689,0.2229,0.10987,0.00465,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,16004.5,0.42229,0.22078,0.00568,0.9895,0.97988,0.99226,0.9769,0.22247,0.10943,0.00464,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,16122,0.42572,0.22978,0.00574,0.98975,0.98131,0.99216,0.97719,0.22121,0.10815,0.00461,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,16238.5,0.4134,0.21389,0.00562,0.99067,0.97972,0.99205,0.97702,0.22114,0.1069,0.0046,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,16353.9,0.42041,0.22522,0.00574,0.99104,0.98096,0.99222,0.97705,0.22055,0.1053,0.00459,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,16470.4,0.4135,0.21831,0.0056,0.99199,0.97961,0.99225,0.9772,0.21987,0.10563,0.00456,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,16586.8,0.41008,0.21172,0.00551,0.99124,0.98156,0.99231,0.97727,0.21901,0.10545,0.00454,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,16702.5,0.40997,0.21258,0.00556,0.99272,0.97987,0.99239,0.97741,0.21821,0.10432,0.00452,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,16818.6,0.40508,0.20366,0.00544,0.99241,0.97989,0.99241,0.97768,0.21718,0.10636,0.0045,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,16935.1,0.40802,0.21188,0.00553,0.99322,0.97998,0.99249,0.97798,0.21638,0.1028,0.00449,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,17049.9,0.39454,0.20232,0.00529,0.99375,0.97941,0.99251,0.97824,0.21556,0.1026,0.00447,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,17166.3,0.39766,0.20985,0.00537,0.98295,0.98849,0.9925,0.97855,0.21458,0.10387,0.00445,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,17282.8,0.40231,0.20747,0.00538,0.99353,0.98021,0.99256,0.97852,0.21384,0.103,0.00443,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,17398.6,0.39469,0.20668,0.00531,0.9932,0.98078,0.99253,0.97872,0.21265,0.10135,0.0044,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,17514.7,0.39601,0.2028,0.00536,0.99264,0.97985,0.99248,0.97888,0.21166,0.10197,0.00438,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,17631.6,0.38755,0.19913,0.00527,0.99315,0.98055,0.99247,0.979,0.21095,0.10063,0.00437,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,17747.3,0.38813,0.19856,0.00526,0.98871,0.98455,0.9925,0.97891,0.20994,0.10038,0.00435,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,17863.8,0.39074,0.20169,0.00526,0.9865,0.98575,0.99243,0.97912,0.20903,0.10047,0.00433,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,17980.8,0.39,0.20869,0.00525,0.98315,0.98985,0.99248,0.97906,0.20836,0.09892,0.00432,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,18097.2,0.38506,0.1965,0.00514,0.99417,0.97984,0.99255,0.97936,0.20771,0.09897,0.0043,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,18213.3,0.37902,0.19784,0.00515,0.98396,0.98948,0.99262,0.97945,0.20698,0.09921,0.00429,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,18330.5,0.37765,0.19105,0.00509,0.9837,0.98973,0.99268,0.97962,0.20628,0.09852,0.00428,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,18446,0.36977,0.19136,0.00491,0.99362,0.98022,0.99277,0.97966,0.20497,0.0983,0.00425,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,18562,0.37484,0.19134,0.0051,0.99446,0.97937,0.99281,0.97997,0.20427,0.09782,0.00424,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,18678.8,0.36932,0.19386,0.00498,0.99343,0.9814,0.99288,0.97989,0.20364,0.09675,0.00422,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,18795,0.37326,0.19335,0.00505,0.98532,0.98965,0.99281,0.98007,0.20323,0.0959,0.00421,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,18910.7,0.37068,0.1951,0.00499,0.98532,0.99005,0.99294,0.98034,0.20264,0.09544,0.0042,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,19027.7,0.36388,0.18668,0.00491,0.99483,0.98072,0.99287,0.98037,0.20199,0.09486,0.00419,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,19143.9,0.36524,0.19041,0.00489,0.99523,0.98157,0.99276,0.98039,0.20131,0.09434,0.00418,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,19259.4,0.3591,0.18499,0.00478,0.99344,0.98321,0.99287,0.9805,0.20061,0.0953,0.00416,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,19376,0.35896,0.18751,0.00488,0.99407,0.98163,0.99275,0.98053,0.19993,0.0951,0.00415,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,19492.5,0.35524,0.1857,0.00475,0.99336,0.98184,0.99282,0.9805,0.19954,0.09577,0.00414,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,19607.9,0.35757,0.18478,0.0048,0.99559,0.97893,0.99293,0.98092,0.1988,0.09484,0.00413,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,19725.2,0.3531,0.18114,0.00474,0.99596,0.97931,0.99288,0.9808,0.19836,0.09402,0.00411,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,19840.8,0.35535,0.18928,0.00474,0.99362,0.9824,0.99293,0.98099,0.19771,0.09364,0.0041,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,19956.2,0.35367,0.18382,0.00469,0.99333,0.98145,0.9929,0.98097,0.19756,0.09373,0.0041,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,20073,0.34728,0.17853,0.00465,0.99537,0.98059,0.99296,0.98123,0.19714,0.0933,0.00409,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,20189.4,0.3494,0.17728,0.00469,0.99604,0.98008,0.99293,0.98115,0.19658,0.0926,0.00407,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,20304.4,0.34303,0.17689,0.00459,0.99626,0.97961,0.99301,0.98132,0.19599,0.09333,0.00407,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,20420.7,0.34074,0.17795,0.00456,0.99572,0.97995,0.99294,0.98113,0.19559,0.09357,0.00406,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,20537.5,0.33816,0.1728,0.00462,0.99566,0.98022,0.99319,0.98151,0.19536,0.09278,0.00405,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,20652.9,0.33625,0.17309,0.00453,0.99607,0.98121,0.99308,0.98147,0.19473,0.09188,0.00404,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,20769.5,0.33375,0.17574,0.00451,0.99101,0.98476,0.9928,0.98123,0.19445,0.09172,0.00403,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,20886.1,0.33363,0.1721,0.00446,0.99564,0.98117,0.99284,0.98141,0.19419,0.09248,0.00403,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,21001.8,0.32886,0.16822,0.00441,0.99424,0.98161,0.99286,0.98136,0.19372,0.09239,0.00402,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,21117.9,0.32966,0.17065,0.00446,0.9901,0.98563,0.99296,0.98146,0.19347,0.09139,0.00401,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,21234.6,0.32729,0.16641,0.00436,0.99617,0.98097,0.99305,0.98169,0.19311,0.09068,0.004,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,21350.3,0.32687,0.16674,0.0044,0.99474,0.98194,0.99305,0.98171,0.19299,0.09093,0.004,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,21465,0.32387,0.16429,0.00434,0.99626,0.98143,0.99308,0.98184,0.19249,0.09031,0.00399,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,21579,0.32089,0.16309,0.0043,0.99642,0.98138,0.9932,0.98214,0.19211,0.09052,0.00399,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,21692.7,0.32001,0.16412,0.00432,0.99625,0.98112,0.99325,0.98219,0.19182,0.09055,0.00398,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,21807.2,0.31501,0.15936,0.0042,0.99643,0.98149,0.99322,0.98226,0.19137,0.08961,0.00397,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,21920.4,0.31818,0.16544,0.00431,0.99664,0.98218,0.99323,0.98238,0.19114,0.08887,0.00397,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,22032.6,0.31287,0.15972,0.0042,0.99642,0.98183,0.99326,0.98249,0.19066,0.08891,0.00396,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,22146.9,0.31026,0.16182,0.0042,0.99709,0.98199,0.99321,0.98258,0.19055,0.0887,0.00396,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,22294.4,0.21636,0.09493,0.00424,0.99695,0.98217,0.99327,0.98264,0.19019,0.08958,0.00395,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,22408.6,0.21025,0.093,0.00411,0.99641,0.98261,0.99327,0.98256,0.18977,0.08854,0.00394,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,22521.1,0.20554,0.08912,0.00401,0.99592,0.98244,0.99324,0.98245,0.18941,0.08856,0.00394,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,22634.4,0.20453,0.09017,0.00398,0.99649,0.98253,0.99325,0.98256,0.1892,0.08787,0.00393,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,22746.6,0.20337,0.08737,0.00398,0.99566,0.98341,0.99334,0.98266,0.18888,0.08724,0.00392,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,22859,0.20063,0.08686,0.00396,0.99611,0.98276,0.99332,0.98273,0.18854,0.08676,0.00392,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,22972.6,0.19748,0.08484,0.00382,0.99148,0.9863,0.99331,0.98279,0.18809,0.08729,0.0039,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,23085.1,0.19781,0.08614,0.00386,0.9958,0.98299,0.99329,0.98283,0.18788,0.08651,0.0039,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,23197.2,0.19542,0.08237,0.00379,0.99554,0.98291,0.99331,0.9828,0.18754,0.0871,0.00389,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
200,23310.3,0.19293,0.08235,0.00371,0.99604,0.98334,0.99329,0.98277,0.18725,0.08632,0.00388,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
