epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
136,8886.86,0.46528,0.34609,0.00927,0.93169,0.92146,0.96237,0.89441,0.38616,0.25281,0.0125,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,8950.18,0.47665,0.36174,0.00947,0.93824,0.91891,0.96279,0.89438,0.38409,0.2515,0.01241,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,9012.15,0.47065,0.34334,0.0094,0.93937,0.92209,0.96381,0.89562,0.38379,0.25197,0.01241,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,9077.42,0.4731,0.3499,0.00943,0.93789,0.92115,0.96289,0.89507,0.38314,0.25417,0.0124,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,9141.87,0.46058,0.33212,0.0092,0.93605,0.92155,0.96391,0.89621,0.38189,0.25421,0.01234,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,9203.6,0.47288,0.34666,0.00935,0.94353,0.91754,0.96405,0.8962,0.38215,0.25039,0.01235,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,9264.36,0.47726,0.34223,0.00946,0.94013,0.91885,0.96302,0.89562,0.38116,0.24973,0.01233,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,9324.47,0.47073,0.32799,0.0093,0.94141,0.91744,0.96302,0.89637,0.38002,0.25228,0.01229,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,9385.34,0.46202,0.3228,0.00924,0.9358,0.92497,0.9642,0.89821,0.37733,0.24918,0.0122,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,9445.93,0.45637,0.32293,0.00904,0.94276,0.92332,0.96507,0.89869,0.37738,0.24756,0.01219,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,9507.47,0.45925,0.341,0.00913,0.9405,0.92738,0.96534,0.89952,0.37664,0.24496,0.01218,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,9571.27,0.46348,0.34108,0.00914,0.93602,0.92715,0.96532,0.89999,0.3756,0.2432,0.01213,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,9644.25,0.46195,0.33043,0.0092,0.93471,0.92874,0.96615,0.89987,0.37385,0.24135,0.01205,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,9722.77,0.45328,0.32778,0.00894,0.93424,0.93109,0.96608,0.90011,0.37246,0.24061,0.01198,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,9793.77,0.45255,0.33202,0.00888,0.9327,0.9331,0.96606,0.90116,0.36992,0.23944,0.01189,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,9859.24,0.45411,0.32017,0.00894,0.92807,0.93808,0.96683,0.90228,0.36683,0.23894,0.01176,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,9933.67,0.4533,0.31858,0.00895,0.93359,0.93136,0.96615,0.90141,0.3661,0.23781,0.01174,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,10023.9,0.45363,0.33005,0.00898,0.94228,0.92964,0.96779,0.9032,0.36464,0.2353,0.01168,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,10097.9,0.44726,0.32218,0.00882,0.94829,0.93019,0.96891,0.90402,0.36411,0.23274,0.01166,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,10172.2,0.44116,0.32413,0.00877,0.94339,0.93014,0.96845,0.90402,0.36205,0.23405,0.0116,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,10242.3,0.44654,0.32238,0.00887,0.94377,0.92715,0.96881,0.9047,0.36173,0.235,0.01159,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,10313.2,0.44799,0.30545,0.00888,0.94242,0.93297,0.96923,0.90576,0.36065,0.23249,0.01157,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,10384.2,0.44772,0.31063,0.00887,0.94793,0.92935,0.97013,0.90699,0.35991,0.22963,0.01156,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,10451.4,0.43694,0.30888,0.00859,0.95123,0.92747,0.97051,0.90736,0.35793,0.23054,0.01151,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,10519.6,0.45118,0.31505,0.00885,0.9509,0.92789,0.96947,0.9068,0.35642,0.23105,0.01147,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,10590.9,0.44458,0.3056,0.00885,0.9495,0.92904,0.96984,0.90775,0.35588,0.23,0.01145,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,10663.8,0.43847,0.31298,0.00854,0.94798,0.93001,0.97026,0.90819,0.35518,0.22798,0.01142,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,10724.9,0.43973,0.31826,0.00872,0.95046,0.92947,0.97036,0.90879,0.35521,0.22771,0.01145,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,10786.7,0.43486,0.30633,0.00855,0.94522,0.93195,0.97023,0.90911,0.35518,0.22812,0.01144,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,10852.1,0.44341,0.30722,0.00871,0.94799,0.93017,0.9703,0.90959,0.35408,0.22691,0.0114,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,10920.7,0.43257,0.30947,0.0085,0.94344,0.93438,0.97074,0.90995,0.35361,0.22585,0.01137,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,10985.7,0.4359,0.31448,0.00873,0.9405,0.93839,0.97079,0.91047,0.35178,0.22419,0.0113,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,11070.8,0.43569,0.31057,0.0087,0.94098,0.93649,0.97044,0.91017,0.34996,0.22488,0.01124,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,11159.6,0.43521,0.32087,0.00857,0.94298,0.93694,0.97121,0.91171,0.34938,0.22102,0.01123,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,11247.5,0.4302,0.31388,0.00856,0.94466,0.93712,0.97164,0.91206,0.34847,0.21918,0.0112,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,11336.5,0.42947,0.30607,0.00855,0.94247,0.94056,0.97171,0.91284,0.34789,0.21944,0.01118,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,11412.1,0.43207,0.30462,0.00855,0.94176,0.94162,0.9721,0.9131,0.34683,0.21786,0.01114,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,11482.8,0.43599,0.305,0.00859,0.94055,0.94289,0.97285,0.91314,0.34592,0.21686,0.01111,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,11555.3,0.42811,0.3004,0.0085,0.94302,0.94045,0.97263,0.91299,0.346,0.21768,0.01112,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,11624,0.42815,0.30436,0.0085,0.94441,0.94161,0.97194,0.91191,0.34601,0.21747,0.01111,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,11688.9,0.42456,0.30656,0.00834,0.94443,0.94113,0.97322,0.91336,0.34581,0.21708,0.0111,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,11756.9,0.43732,0.3176,0.00859,0.94331,0.94191,0.97316,0.91318,0.34468,0.21626,0.01105,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,11821.9,0.4333,0.30478,0.00857,0.95537,0.9287,0.97336,0.91359,0.34487,0.21705,0.01107,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,11887.5,0.42612,0.32185,0.00846,0.95104,0.93227,0.97311,0.91385,0.34409,0.21718,0.01104,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,11953,0.42449,0.30163,0.0085,0.95532,0.92967,0.97312,0.91404,0.34327,0.21666,0.01102,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,12017.2,0.42271,0.30458,0.00838,0.95338,0.93175,0.97352,0.9149,0.34236,0.21545,0.01098,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,12077.6,0.42133,0.29662,0.00831,0.95985,0.92597,0.97385,0.91459,0.34202,0.21479,0.01099,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,12137.9,0.42324,0.29966,0.00834,0.95718,0.92899,0.97396,0.91547,0.34109,0.21435,0.01096,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,12197.9,0.41464,0.29501,0.00821,0.95435,0.93224,0.97453,0.91596,0.34097,0.21381,0.01095,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,12260.2,0.41437,0.29201,0.00819,0.95867,0.93025,0.97429,0.91604,0.34021,0.21355,0.01092,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,12328.4,0.41303,0.28631,0.00806,0.96121,0.92959,0.97478,0.91668,0.3397,0.21379,0.01091,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,12393.3,0.41072,0.28235,0.00808,0.95657,0.93097,0.97495,0.91677,0.339,0.21269,0.01089,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,12457.7,0.41667,0.28742,0.00813,0.95471,0.93449,0.97508,0.91706,0.33839,0.21108,0.01088,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,12522.9,0.40747,0.28035,0.0081,0.9549,0.93146,0.97492,0.91656,0.33783,0.21208,0.01086,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,12588.2,0.41087,0.28363,0.00808,0.95569,0.9335,0.97509,0.91726,0.33715,0.21097,0.01083,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,12649.9,0.41444,0.28621,0.00816,0.95231,0.93555,0.97497,0.91751,0.33684,0.21055,0.01082,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,12711.4,0.40602,0.28281,0.008,0.9528,0.9349,0.975,0.91752,0.33616,0.20963,0.0108,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,12771.4,0.41688,0.30225,0.00833,0.95686,0.9331,0.97632,0.9187,0.33658,0.20741,0.01082,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,12830.9,0.41294,0.29131,0.00824,0.95793,0.93518,0.97641,0.91931,0.33546,0.20733,0.01079,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,12890.3,0.40154,0.28389,0.00794,0.95768,0.93372,0.97657,0.91865,0.33632,0.20617,0.01082,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,12949.7,0.40704,0.2786,0.00783,0.95339,0.93654,0.97633,0.91875,0.33505,0.20699,0.01077,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,13010.7,0.41232,0.27992,0.00818,0.95617,0.93657,0.97677,0.91987,0.33454,0.2056,0.01076,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,13071.4,0.39786,0.28121,0.00776,0.95487,0.93668,0.97613,0.91872,0.33391,0.20794,0.01074,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,13132.2,0.40683,0.28148,0.00789,0.95718,0.93698,0.97637,0.91951,0.33261,0.20536,0.0107,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,13192.9,0.38738,0.271,0.00755,0.95668,0.93728,0.97688,0.92023,0.33193,0.20428,0.01067,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,13253.9,0.39645,0.27584,0.00771,0.95104,0.94105,0.97676,0.91952,0.33162,0.20457,0.01067,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,13313.3,0.39922,0.27168,0.00777,0.95563,0.9375,0.97705,0.92037,0.33122,0.20431,0.01066,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,13372.8,0.39071,0.26394,0.0077,0.9583,0.93748,0.9773,0.92074,0.33007,0.20243,0.01061,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,13432.3,0.40047,0.27611,0.0077,0.95845,0.93841,0.97775,0.92112,0.32946,0.20138,0.01058,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,13493.4,0.39691,0.27411,0.0077,0.95695,0.93863,0.97762,0.92102,0.32863,0.20138,0.01056,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,13553,0.38512,0.25543,0.00756,0.95496,0.94134,0.97804,0.92143,0.3287,0.2,0.01055,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,13612.1,0.39018,0.26586,0.00762,0.955,0.94222,0.97842,0.92223,0.3283,0.19987,0.01053,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,13671.4,0.37965,0.25743,0.00744,0.95978,0.93649,0.97826,0.92198,0.3278,0.19908,0.01051,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,13730.9,0.38794,0.26823,0.0076,0.96258,0.93754,0.97848,0.92235,0.32737,0.19764,0.0105,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,13790.5,0.38974,0.26928,0.00753,0.95531,0.94241,0.9787,0.92288,0.32722,0.19681,0.01049,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,13850.3,0.38407,0.26155,0.0074,0.96297,0.93831,0.97879,0.92342,0.3267,0.1969,0.01047,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,13909.6,0.37419,0.26005,0.00724,0.96143,0.93858,0.97853,0.92348,0.32595,0.19665,0.01043,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,13968.8,0.37832,0.25525,0.00739,0.96456,0.93832,0.97834,0.92351,0.32504,0.19572,0.0104,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,14027.9,0.38464,0.25488,0.00751,0.95854,0.94253,0.97911,0.92414,0.32466,0.19376,0.01039,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,14087.7,0.37408,0.25413,0.00729,0.95907,0.94251,0.9798,0.92478,0.32431,0.19302,0.01038,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,14153.1,0.38142,0.25447,0.00735,0.96868,0.93946,0.98023,0.92524,0.32351,0.19197,0.01036,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,14232,0.3734,0.2543,0.00722,0.96714,0.93912,0.98043,0.92525,0.32366,0.19362,0.01036,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,14315.4,0.37472,0.2484,0.00742,0.96644,0.94081,0.98056,0.92543,0.32271,0.19124,0.01033,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,14397.8,0.372,0.25266,0.00727,0.96924,0.93818,0.98058,0.92572,0.32234,0.19132,0.01033,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,14480.6,0.37078,0.24584,0.00733,0.96908,0.93842,0.9802,0.92575,0.3218,0.19222,0.01031,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,14560.9,0.36903,0.25794,0.00715,0.96444,0.94207,0.9807,0.92643,0.32149,0.19015,0.01031,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,14621.7,0.37106,0.25341,0.00715,0.96195,0.94303,0.9806,0.92618,0.32019,0.19192,0.01025,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,14682,0.36973,0.24537,0.00722,0.96568,0.94271,0.98074,0.92612,0.32002,0.19196,0.01025,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,14741.6,0.36656,0.24901,0.00709,0.95775,0.94638,0.98116,0.92675,0.31935,0.19166,0.01023,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,14801.4,0.36503,0.24091,0.00709,0.95819,0.94823,0.9815,0.92734,0.31866,0.19079,0.0102,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,14861,0.36411,0.24134,0.00709,0.95569,0.94691,0.98125,0.92717,0.31851,0.19107,0.01019,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,14920.3,0.36023,0.24805,0.00696,0.95872,0.9468,0.98111,0.92727,0.3179,0.18927,0.01018,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,14981.7,0.35814,0.23976,0.00693,0.95565,0.95151,0.98128,0.92758,0.31768,0.18856,0.01017,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,15043.8,0.35425,0.23611,0.00675,0.9564,0.95756,0.98129,0.92768,0.31628,0.18719,0.01012,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,15107.9,0.35719,0.24519,0.00692,0.95082,0.95704,0.98082,0.92772,0.31619,0.18672,0.01011,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,15172.6,0.3609,0.23488,0.00696,0.95102,0.95782,0.98116,0.92819,0.31527,0.18682,0.01008,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,15236.7,0.35386,0.23413,0.00686,0.95441,0.95754,0.98134,0.92828,0.31503,0.18547,0.01007,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,15301,0.35727,0.235,0.00701,0.95396,0.95835,0.98172,0.92892,0.3145,0.18477,0.01005,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,15365,0.35212,0.23724,0.00672,0.96085,0.95005,0.98174,0.929,0.31418,0.1846,0.01004,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,15431.2,0.3505,0.23958,0.00675,0.95345,0.95706,0.98191,0.92943,0.31335,0.18417,0.01001,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,15494.6,0.34871,0.22578,0.00673,0.955,0.95685,0.98189,0.92976,0.31268,0.18328,0.00999,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,15559.4,0.34395,0.2281,0.00662,0.95516,0.95691,0.98205,0.93044,0.31212,0.18288,0.00997,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
238,15623.5,0.34865,0.24139,0.00675,0.95486,0.9575,0.98216,0.93032,0.31188,0.18264,0.00997,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
239,15688.6,0.34386,0.23412,0.00674,0.95765,0.95563,0.98248,0.93057,0.31166,0.18226,0.00996,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
240,15753.2,0.35486,0.23316,0.0068,0.95963,0.95584,0.98268,0.93099,0.31103,0.18023,0.00994,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113
241,15817.8,0.34734,0.22859,0.0068,0.95484,0.95871,0.9824,0.93066,0.31079,0.17951,0.00993,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
242,15882.6,0.34249,0.23064,0.00667,0.95962,0.95589,0.9824,0.93074,0.31058,0.17944,0.00992,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047
243,15947.4,0.34482,0.23492,0.00655,0.95657,0.95868,0.98252,0.93085,0.30938,0.17916,0.00988,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
244,16011.4,0.33927,0.22513,0.0066,0.95678,0.95781,0.98249,0.93129,0.30893,0.17909,0.00985,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
245,16076.3,0.33459,0.22221,0.00645,0.95784,0.9587,0.98255,0.93132,0.30862,0.17839,0.00985,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
246,16140.6,0.33944,0.22425,0.00657,0.95736,0.95889,0.98262,0.9313,0.30837,0.17815,0.00983,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
247,16202.1,0.33395,0.21866,0.00636,0.95611,0.95933,0.98254,0.93138,0.30807,0.17872,0.00982,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
248,16261.8,0.33312,0.21706,0.00646,0.95621,0.95945,0.98274,0.93153,0.30781,0.17811,0.00981,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849
249,16322.9,0.33,0.21952,0.00634,0.95949,0.95883,0.98317,0.93197,0.30733,0.1766,0.00979,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
250,16383.3,0.33445,0.22349,0.00637,0.96005,0.95838,0.9834,0.93272,0.30669,0.17582,0.00978,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
251,16443.9,0.33083,0.21884,0.00636,0.96027,0.95964,0.98349,0.93297,0.30657,0.17525,0.00977,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
252,16504.1,0.33845,0.22603,0.00662,0.95995,0.96,0.98357,0.93317,0.30586,0.17453,0.00974,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717
253,16564.9,0.3281,0.21371,0.00636,0.95918,0.96019,0.98386,0.93363,0.30521,0.17381,0.00973,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
254,16625.5,0.33213,0.22484,0.00634,0.9623,0.96005,0.98382,0.93363,0.30492,0.17352,0.00972,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651
255,16687.4,0.32297,0.20951,0.00628,0.96123,0.95993,0.9839,0.93394,0.30438,0.17407,0.0097,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
256,16747.9,0.31846,0.20375,0.00621,0.96029,0.95879,0.98384,0.934,0.30375,0.17419,0.00969,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
257,16808.3,0.32707,0.21471,0.00624,0.96043,0.95896,0.98365,0.93391,0.30342,0.1739,0.00967,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
258,16868.2,0.31884,0.21348,0.00621,0.95906,0.96037,0.98336,0.93384,0.30296,0.17377,0.00966,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519
259,16929,0.31579,0.213,0.00604,0.95967,0.96099,0.98361,0.9342,0.30232,0.17293,0.00964,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
260,16990.8,0.32079,0.21299,0.00613,0.95766,0.96367,0.98331,0.93423,0.30194,0.17195,0.00962,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453
261,17050.8,0.32318,0.20715,0.00617,0.95904,0.96367,0.98385,0.93458,0.30104,0.17137,0.00958,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
262,17110.8,0.31292,0.20997,0.0061,0.95945,0.96377,0.98399,0.9348,0.30103,0.17024,0.00959,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
263,17170.6,0.31437,0.2066,0.00602,0.96142,0.96261,0.98409,0.93512,0.30059,0.16865,0.00956,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
264,17229.4,0.32112,0.20509,0.00609,0.96223,0.96301,0.98397,0.93512,0.29974,0.1679,0.00954,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321
265,17288.9,0.31215,0.21148,0.00594,0.95963,0.96582,0.98413,0.93536,0.2993,0.16758,0.00953,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
266,17349.3,0.30593,0.20707,0.00583,0.96184,0.96484,0.98427,0.93569,0.29903,0.16687,0.00952,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
267,17409.9,0.31527,0.20536,0.00606,0.96172,0.9649,0.98433,0.93578,0.29853,0.16632,0.0095,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
268,17470.6,0.30818,0.20433,0.00592,0.9639,0.96438,0.98454,0.93601,0.29771,0.16579,0.00948,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
269,17531.4,0.30747,0.20713,0.00591,0.96369,0.9637,0.98487,0.93644,0.29754,0.16614,0.00947,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
270,17591.5,0.308,0.20158,0.0059,0.96131,0.96464,0.98483,0.93629,0.29666,0.16655,0.00943,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123
271,17652.3,0.30661,0.20585,0.00581,0.95944,0.96527,0.98464,0.93643,0.29589,0.16652,0.00942,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
272,17713,0.30542,0.20444,0.00585,0.96069,0.96591,0.98464,0.93661,0.29615,0.16576,0.00942,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057
273,17773,0.30435,0.20428,0.00581,0.96124,0.96445,0.98453,0.93679,0.29576,0.16532,0.0094,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
274,17832.5,0.2978,0.19913,0.00564,0.96068,0.96695,0.9845,0.93667,0.29543,0.16497,0.00939,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
275,17892.2,0.30192,0.19506,0.00581,0.96095,0.96928,0.98481,0.93721,0.29442,0.16571,0.00935,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
276,17950.9,0.29663,0.19192,0.00567,0.95967,0.96772,0.98511,0.93753,0.29368,0.16552,0.00932,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
277,18010.5,0.29607,0.19299,0.00569,0.96207,0.96594,0.98542,0.93785,0.29379,0.16379,0.00933,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
278,18071.5,0.29618,0.18915,0.00571,0.96316,0.96612,0.98566,0.9383,0.29351,0.16329,0.00933,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
